调研    王晓昀	粤海水务集团
调研    郝鹏	中化集团
调研    童志云	建设集团有限公司
调研    张海波	城投集团
调研    郝鹏	深圳市投资控股有限公司深圳湾科技园区
调研    郝鹏	中国旅游集团
调研    颜宏幸	水利投资集团有限公司
调研    李强	上海国盛(集团)有限公司
调研    宋权礼	中林·杭州千岛湖发展集团有限公司
调研    张秀兰	土地开发投资有限公司
调研    张秀兰	建设集团有限公司
调研    胡顺彬	粤海水务集团
调研    郝鹏	哈电集团
调研    张小刚	新疆机场集团
调研    翁杰明	中铝集团青海分公司
调研    任国    西安环球印务公司
调研    张庆虎  河钢集团党委
调研    黄瑛鹏  粤海水务集团
调研    赵荣哲  淮南矿业集团
调研    李成	广业集团普宁垃圾
调研    李强	百联集团有限公司
调研    丰雷    西安环球印务公司调研    

